"","ASV_7","ASV_8","ASV_10","ASV_11","ASV_16","ASV_18","ASV_20","ASV_27","ASV_37","ASV_41","ASV_42","ASV_50","ASV_55","ASV_60","ASV_70","ASV_83","ASV_85","ASV_88","ASV_89","ASV_101","ASV_110","ASV_113","ASV_129","ASV_130","ASV_131","ASV_135","ASV_143","ASV_144","ASV_171","ASV_186","ASV_198","ASV_200","ASV_219","ASV_227","ASV_244","ASV_259","ASV_260","ASV_308","ASV_318","ASV_323","ASV_326","ASV_335","ASV_341","ASV_356","ASV_358","ASV_360","ASV_373","ASV_407","ASV_417","ASV_434","ASV_463","ASV_500","ASV_530","ASV_535","ASV_566","ASV_615","ASV_619","ASV_625","ASV_633","ASV_657","ASV_677","ASV_683","ASV_694","ASV_697","ASV_717","ASV_735","ASV_740","ASV_764","ASV_766","ASV_771","ASV_780","ASV_838","ASV_885","ASV_962","ASV_964","ASV_974","ASV_1030","ASV_1043","ASV_1044","ASV_1061","ASV_1149","ASV_1154","ASV_1165","ASV_1204","ASV_1310","ASV_1321","ASV_1453","ASV_1580","ASV_1651","ASV_1669","ASV_1673","ASV_1675","ASV_1924","ASV_1968"
"05.07.2011.1",0.0373277287628763,0.0232706668046384,0.0561408138873203,0.189998861547397,0.0236596185360109,0.0157944952986694,0.0754257487293349,0.0350581915243985,0,0.0240422786982973,0.0258708183807906,0.0113037741555356,0.0216450795929305,0.0518590980631697,0.0245432133047543,0.0130524741031144,0.0255155957789506,0,0,0.0216450795929305,0,0.0115697817065998,0.0941550461187693,0.00955343282204114,0.0197334859834009,0.0273568683372033,0,0,0,0,0,0,0.0700295515813688,0.0152056721654336,0.0125776787625713,0,0,0,0,0,0.00922949294957399,0,0.012817275125137,0.0468020714119158,0,0,0,0.0250341261808503,0.0265670185599731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493337149585022,0,0,0.0104652613164843,0,0,0,0,0.00922949294957399,0.0135105942641508,0,0,0.00348842043882811,0,0,0,0,0.0135105942641508,0,0,0,0.0065262370515572,0,0,0,0,0,0,0.00427242504171233,0,0.00427242504171233,0
"05.07.2011.2",0.0488648605244947,0,0.0618097027215413,0.275267228559362,0,0,0.0605083000718642,0,0,0.0535287727572189,0,0,0,0,0,0,0,0,0,0,0,0,0.0969118847375012,0,0.0282121403777305,0,0,0,0,0,0,0,0,0.0378505582052232,0,0,0,0,0,0,0,0,0,0.0630842636753721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19.07.2011.1",0.058580270386649,0.0677155213309888,0.056785261000852,0.128250708530897,0.0312449149784058,0.0692276970638603,0.0335285039550461,0,0,0,0,0,0.0335285039550461,0.0715394223122344,0.0180392600735896,0,0,0,0,0,0,0.0510227325024917,0.0461517980425735,0,0,0,0,0,0,0,0,0,0,0.0455062865588943,0,0,0,0,0,0,0,0,0,0.035249017998068,0,0,0,0.0180392600735896,0.0188413926527141,0,0,0,0,0,0.0188413926527141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260847269699407,0,0,0,0.0153839326808578,0,0,0,0,0,0.023708232509653,0,0.0143903513382412,0.0243241333211055,0,0,0,0,0,0,0,0,0
"19.07.2011.2",0.0367734328321714,0.0700949604671126,0.0856293859725974,0.245890587632051,0.0560384432245504,0.0927066596681281,0.0707351103792892,0,0,0,0.020874299856683,0,0.033569397798469,0.0700949604671126,0.0365685653170616,0,0,0,0,0,0,0.0448709555333883,0.0522936086950642,0,0.0238948724778547,0.0357373529754527,0.0282196000050197,0,0,0.0159822301178033,0.02482017545214,0,0.0181812717956842,0.0471567402528595,0.020874299856683,0.0477897449557094,0,0,0,0,0,0,0.0150126910882217,0.0452045731791304,0,0,0,0.0232575610265756,0.00866758124104548,0.0337924527293577,0,0,0,0,0,0,0,0,0,0,0,0.0201416386790814,0.0109637194105011,0,0.0226022865895652,0,0,0,0,0,0,0,0,0,0,0.0102556204297045,0,0.00671387955969379,0.0274092985262526,0,0,0.020874299856683,0,0.0109637194105011,0.0177632556473896,0,0.00548185970525053,0,0,0,0,0,0,0
"09.08.2011.1",0.0335344658391439,0.126852027905448,0.3833130936751,0.122589625347096,0,0.572965836966947,0,0,0,0,0,0.379291372003232,0,0.0149970690410941,0.0685762868897038,0,0,0,0,0,0.0306682478259811,0.0495336887920287,0.0465546408791709,0,0.032607065813763,0,0.0306682478259811,0.0306682478259811,0,0,0,0.023927044863793,0.0406960780617524,0.0156639277492765,0,0,0,0.0289535604228518,0,0,0,0,0,0.0440729226120214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299941380821881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783196387463825,0,0
"09.08.2011.2",0,0.0696492413063955,0.37065101815676,0.219465031485394,0,0.560699446293945,0,0,0,0,0,0.368619398597909,0,0.0083098507890356,0.0572716941993311,0,0,0,0,0.00929069562358194,0.0387545640919721,0.0391974877769838,0,0,0.0249295523671068,0,0.0249295523671068,0,0,0.0176278555307264,0,0.0137803285655349,0.014393083769926,0.0117519036871509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166197015780712,0.0149807965556614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137803285655349,0,0
"23.08.2011.1",0.0407539707464291,0.142980957810198,0.0352939739714955,0.0520687272926637,0.0139784966439036,0.0545877744413551,0.0398448458830241,0,0.0221019438298775,0.0139784966439036,0,0.0316451676906771,0.0203769853732146,0.0342401841487709,0.129913563851472,0,0,0,0,0,0,0.0580570568949849,0,0,0.0499132166605319,0.0171200920743854,0.0266142647002624,0.0452955060513518,0,0.041052538626177,0,0.0366519274106071,0,0.0221019438298775,0.0345950141869417,0,0,0,0.00856004603719272,0,0,0,0,0,0,0.0252000932017478,0,0,0,0.0331529157448162,0,0,0,0,0,0.0171200920743854,0,0,0,0,0,0.024710724419244,0,0,0,0,0.0270692423534274,0,0,0,0,0,0,0,0,0.0296528693030929,0,0,0,0,0,0,0,0,0.0226477530256759,0,0.00698924832195179,0,0,0,0,0,0,0.00856004603719272
"23.08.2011.2",0.0954153699013235,0.294523362692986,0.0677667322749348,0.185839904441204,0.0359036918522861,0.0932805277011843,0.0283843606655134,0,0.0351477399927494,0.0339822958841648,0.0480582237199612,0.0545984078746148,0,0,0.239114724194628,0.0302174594306328,0,0,0,0,0,0.0520809834038569,0,0,0.101153514600098,0,0.0491631548130288,0.0377273606774832,0.0297697686156433,0.0391251411210349,0,0.0243069142896823,0.0115878667176056,0,0.0264244017214762,0,0,0,0.0126938719891918,0.0243069142896823,0,0,0,0.0248532052922547,0,0.0219864312300557,0,0,0,0.0331826004335544,0,0,0,0,0,0.0355277266034701,0,0.015546754616864,0,0.0259112576947734,0,0.0264244017214762,0,0,0.0248532052922547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115878667176056,0,0,0,0,0,0,0,0,0
"12.09.2011.1",0.0514026566740207,0.115679005088207,0.0578395025441033,0.0698541904734379,0.0509864339803439,0.0798197415163321,0.120638262810219,0,0.0709137944803605,0.0672113553666304,0.0563466183731395,0.0484140111056737,0,0.0576550060531754,0.126501213432073,0.0295574287424194,0,0.114009132310354,0.0380652931936621,0.0276965690307483,0,0,0,0,0.0657692276539775,0.0269162269450926,0,0,0.0636284762975778,0,0,0,0.0273091853506721,0,0.019032646596831,0,0,0,0.0463911789818015,0.0273091853506721,0.0273091853506721,0,0.0226141539170347,0,0,0.0412876073975124,0.0295574287424194,0,0,0.0490697612182209,0,0,0,0,0,0.0377843646811987,0,0.0280786087196756,0,0.0239859323782974,0,0.0221380131408782,0,0,0,0,0,0,0,0.0244260779416977,0,0,0,0,0,0.0216514039791432,0,0,0.021153604012329,0,0,0,0,0,0.0113070769585174,0,0,0,0.00652814392574781,0.00799531079276579,0,0,0,0
"12.09.2011.2",0.102093782558823,0.178629952436064,0.113696195791275,0.142961108131292,0.124219601664341,0.122564705365934,0.120887156328656,0,0.0493219828230234,0.0643218022530229,0.0334464877477486,0.0960908236194423,0,0.0386206774092204,0.192181647238885,0.0326404298329001,0,0.0802848419132944,0.030965430623662,0.0337108909748997,0,0.0202089692020478,0,0,0.0867687163001759,0.0226923379618972,0.0531347701429361,0,0.0397534886752526,0,0,0,0.01884496095049,0,0.01632021491645,0,0,0,0.0326404298329001,0.017877899706144,0,0,0,0,0,0.0331799776220392,0,0.0202089692020478,0,0.0473004765866116,0,0,0,0,0,0.0269818778833546,0,0,0,0.0214865613627015,0,0.0300929893949571,0,0.011918599804096,0,0,0,0,0,0.0183677958820381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842772274372492,0,0.00842772274372492,0,0.00729862199211767,0.00842772274372492,0.0103218102078873,0,0,0
"17.10.2012.1",0,0.0162971962661838,0,0.0391132710388411,0,0.00651887850647352,0.0152881252415688,0,0.0845571669182975,0.0887262232147046,0.0614125411228595,0,0,0.0455155921402811,0.0103072519351865,0.0427471450535937,0,0,0.0203551916123647,0.0278486611872898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079839630180283,0.0156317215189957,0.013037757012947,0,0.0108103370299425,0,0,0,0,0,0,0.0121957049586143,0,0.0211235806224396,0,0,0,0,0,0.0159679260360566,0,0,0,0,0,0.0117520753568052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
